society_id,society_name,region,lat,lon,focal_year,EA030_code,EA030_label,comment,references
Ag36,Lowiili,,11,-3,1950,5,Dispersed homesteads,,goody1956; goody1958
Ag37,Awuna,,11,-2,1910,6,Hamlets,,rattray1932; tauxier1912
Ag38,Builsa,,11,-2,1910,6,Hamlets,,rattray1932; tauxier1912
Ag39,Dagara,,11,-3,1910,5,Dispersed homesteads,,labouret1920; rattray1932; tauxier1912
Ag4,Tallensi,,11,-1,1930,5,Dispersed homesteads,,fortes1937; fortes1938; fortes1940; fortes1945; fortes1949a; fortes1975; fortesandfortes1936; lynn1937; rattray1932
Ag40,Isala,,10,-2,1910,7,Villages/towns,,rattray1932; tauxier1912
Ag41,Kusasi,,11,0,1920,5,Dispersed homesteads,,manoukian1952b; rattray1932
Ag42,Nunuma,,12,-3,1910,5,Dispersed homesteads,,tauxier1912; tauxier1924b
Ag43,Vagala,,8,-2,1920,7,Villages/towns,,rattray1932
Ag44,Dagomba,,9,0,1910,7,Villages/towns,,duncanjohnstoneandblair1932; fisch1913; rattray1932
Ag45,Gurma,,12,2,1930,7,Villages/towns,,cartry1966; castinel1945; menjaud1932
Ag46,Manprusi,,10,-1,1920,7,Villages/towns,,manoukian1952b; rattray1932
Ag47,Mossi (Ouagadougou),,12,-2,1900,5,Dispersed homesteads,,dimdelobosom1933; mangin1921; marc1909; skinner1958; skinner1964; tauxier1912
Ag48,Basari,,9,1,1890,7,Villages/towns,,froelichetal1963; klose1899; klose1903; zech1899
Ag49,Kabre,,10,2,1930,6,Hamlets,,froelich1949a; froelichetal1963; puig1934
Ag5,Birifor,,10,-3,1930,5,Dispersed homesteads,,goody1956; labouret1931; rattray1932
Ag50,Moba,,11,1,1910,6,Hamlets,,asmis1912; froelichetal1963
Ag51,Somba,,11,1,1940,7,Villages/towns,,mercier1950; mercier1953
Ag52,Tem,,11,1,1950,7,Villages/towns,,froelichetal1963
Ag53,Bisa,,12,0,1960,7,Villages/towns,,bernard1966
Ag54,Yalunka,,10,-12,1910,8,Complex permanent,,donald1968a; donald1968b; mcculloch1950; thomas1916
Ag6,Futajalonke,,11,-13,1890,8,Complex permanent,,durand1929; vieillard1939; vieillard1940
Ag7,Bozo,,14,-5,1930,3,Semisedentary,,malzy1946; ortoli1939
Ag8,Coniagui,,13,-13,1910,7,Villages/towns,,delacour191213; lestrange1950; techer1933
Ag9,Malinke,,11,-9,1930,7,Villages/towns,,labouret1934; sidibe1932
Ah1,Katab,,10,8,1930,7,Villages/towns,,gunn1956; meek192829; meek1931b; smith1953
Ah10,Chawai,,10,9,1920,7,Villages/towns,,gunn1953; meek1931b
Ah11,Basa,,8,8,1950,6,Hamlets,"Formerly 'villages/towns' (code ""7"")",gunnandconant1960
Ah12,Basakomo,,8,7,1920,6,Hamlets,,bynghall1909; clifford1944; gunnandconant1960
Ah13,Dakakari,,12,5,1930,3,Semisedentary,,harris1938
Ah14,Kamuku,,11,6,1920,5,Dispersed homesteads,,gunnandconant1960
Ah15,Reshe,,11,5,1920,7,Villages/towns,,gunnandconant1960; harris1930
Ah16,Angas,,9,9,1900,5,Dispersed homesteads,,fitzpatrick1910; mohr1958
Ah17,Birom,,10,9,1930,5,Dispersed homesteads,,gunn1953
Ah18,Burmawa,,10,10,1930,5,Dispersed homesteads,"Formerly 'villages/towns' (code ""7"")",bestnd
Ah19,Adara,,10,8,1930,7,Villages/towns,,gunn1953; smithnda; smithndb
Ah2,Jukun,,8,10,1920,7,Villages/towns,,meek1931a
Ah20,Kagoro,,10,8,1920,7,Villages/towns,,gunn1956; meek1931b; smith1951; smithnda; tremearne1912
Ah21,Kurama,,10,9,1920,7,Villages/towns,,gunn1956; meek1931b
Ah22,Yergum,,9,10,1900,NA,Missing data,,
Ah23,Jibu,,8,11,1920,NA,Missing data,,
Ah24,Kentu,,7,10,1920,NA,Missing data,,
Ah25,Tigon,,17,11,1920,7,Villages/towns,,kaberry1952; meek1931b
Ah26,Ndoro,,7,11,1920,7,Villages/towns,,meek1931b
Ah27,Zuande,,7,11,1920,7,Villages/towns,,meek1931b
Ah28,Chamba,,8,11,1920,7,Villages/towns,,meek1931b
Ah29,Daka,,8,11,1920,7,Villages/towns,,meek1931b
Ah3,Tiv,,7,9,1920,5,Dispersed homesteads,,bohannan1952; bohannan1953; bohannan1954a; bohannan1954b; bohannan1954c; bohannan1955; bohannan1957a; bohannan1957b; bohannan1960; bohannan1965; bohannanandbohannan1953; bohannanandbohannan1957; bohannanandbohannan1958; bohannanandbohannan1968; bohannanandbohannan1969
Ah30,Longuda,,10,12,1920,6,Hamlets,,meek1931b
Ah31,Mumuye,,9,12,1910,7,Villages/towns,,haughton1912; meek1931b
Ah32,Vere,,9,13,1920,7,Villages/towns,,meek1931b
Ah33,Yungur,,10,12,1920,6,Hamlets,,meek1931b; temple1922
Ah34,Bata,,10,13,1920,6,Hamlets,,meek1931b
Ah35,Bura,,10,12,1920,6,Hamlets,,helser1926; meek1931b
Ah36,Gude,,10,13,1920,7,Villages/towns,,lembezat1961; meek1931b
Ah37,Hwana,,10,13,1920,6,Hamlets,,meek1931b
Ah38,Kapsiki,,11,14,1930,7,Villages/towns,,lembezat1950; lembezat1961; meek1931b
Ah39,Podokwo,,11,14,1950,7,Villages/towns,,lembezat1952; lembezat1961
Ah4,Mambila,,7,12,1920,6,Hamlets,,meek1931b; percival1938; rehfisch1960
Ah5,Margi,,11,13,1930,6,Hamlets,,meek1931b; rowling1930
Ah6,Gure,,10,8,1920,6,Hamlets,,dunn1956; meek1931b:189-219
Ah7,Mafa,,11,14,1940,6,Hamlets,,hinderling1955; lavergne1949; lembezat1961
Ah8,Bafute,,6,12,1910,7,Villages/towns,,lembezat1961; sieber1925; thorbecke1916
Ah9,Anaguta,,10,9,1920,6,Hamlets,,diamond1964; gunn1953
Ai1,Banda,,7,22,1920,5,Dispersed homesteads,,daigre193232; leynaud1954
Ai10,Otoro,,12,31,1940,6,Hamlets,,nadel1947
Ai11,Mangbetu,,3,28,1900,5,Dispersed homesteads,,czekanowski1924:111-183; hutereau1909; vanoverbergh1909
Ai12,Fali,,10,14,1950,6,Hamlets,"Formerly 'villages/towns' (code ""7"")",foelich1956; lembezat1961; malzy1956
Ai13,Laka,,8,16,1920,7,Villages/towns,,tessmann1929
Ai14,Mbum,,7,14,1920,5,Dispersed homesteads,,lembezat1961; tessmann1929
Ai15,Mundang,,10,14,1900,7,Villages/towns,,brussaux1907; lembezat1916a; martin1947
Ai16,Namshi,,9,13,1910,7,Villages/towns,,lembezat1916a; savini1937
Ai17,Gisiga,,10,14,1930,7,Villages/towns,,fourneau1938; lembezat1961
Ai18,Kotoko,,12,15,1880,7,Villages/towns,,lebeuf1959
Ai19,Musgu,,11,15,1910,7,Villages/towns,,hagen1912; lembezat1961
Ai2,Nyaro,,11,31,1940,NA,Missing data,,
Ai20,Tupuri,,10,15,1910,5,Dispersed homesteads,,lamouroux1913; lembezat1961
Ai21,Bagirmi,,11,17,1880,7,Villages/towns,,duvallee1925; gaden1909; lebeuf1959; nachtigal1881:539-765
Ai22,Sara,,9,18,1890,5,Dispersed homesteads,,delafosse1897
Ai23,Bwaka,,3,19,1920,7,Villages/towns,,burssens1958; crabbeck1943; poutrin1910; tessmann1929
Ai24,Mandja,,6,18,1900,5,Dispersed homesteads,,gaud1911; vergiat1937
Ai25,Mbandja,,4,21,1950,7,Villages/towns,,burssens1958
Ai26,Ngbandi,,4,22,1920,7,Villages/towns,,burssens1958; nelson1951; tanghe1928
Ai27,Abarambo,,4,27,1890,5,Dispersed homesteads,,czekanowski1924; nvs1896
Ai28,Popoi,,2,26,1910,7,Villages/towns,,delhaise1912
Ai29,Lendu,,2,30,1920,7,Villages/towns,,baxterandbutt1953; czekanowski1924:516-522; maenhaut1939; stuhlmann1894; vandeneynde1923
Ai3,Azande,,5,27,1920,5,Dispersed homesteads,,baxterandbutt1953; deschlippe1956; evanspritchard1932b; evanspritchard1937; evanspritchard1956; evanspritchard1957; evanspritchard1963; evanspritchard1971; evanspritchard1971; evanspritchard1974; larkin192627; legae1926; reining1966; schweinfurth1873; seligmanandseligman1932
Ai30,Lese,,2,29,1920,7,Villages/towns,,czekanowski1924; vangeluwe1957
Ai31,Logo,,3,30,1920,5,Dispersed homesteads,,baxterandbutt1953; czekanowski1924
Ai32,Lugbara,,3,32,1920,6,Hamlets,,baxterandbutt1953; mcconnell1925; middleton1958; middleton1960; middleton1965
Ai33,Madi,,4,32,1940,5,Dispersed homesteads,,baxterandbutt1953; czekanowski1924; middleton1955
Ai34,Moru,,5,30,1880,5,Dispersed homesteads,,baxterandbutt1953; felkin1883; nalder1937; seligmanandseligman1932
Ai35,Bongo,,7,29,1870,5,Dispersed homesteads,,baxterandbutt1953; evanspritchard1929; schweinfurth1874:256-314
Ai36,Jur,,8,28,1920,5,Dispersed homesteads,,bernatzik1936; butt1952b; crazzolara1954; ghawi1924; manuel1965; santandrea194445
Ai37,Koalib,,12,31,1940,6,Hamlets,,nadel1947
Ai38,Korongo,,10,30,1930,6,Hamlets,,nadel1947; seligmanandseligman1932
Ai39,Mesakin,,11,30,1940,6,Hamlets,,nadel1947
Ai4,Ingassana,,11,34,1920,5,Dispersed homesteads,,evanspritchard1927; seligmanandseligman1932
Ai40,Moro,,11,30,1940,6,Hamlets,,nadel1947
Ai41,Tira,,11,30,1930,6,Hamlets,,nadel1947; seligmanandseligman1932
Ai42,Tullishi,,12,29,1940,6,Hamlets,,nadel1947; nadel1950
Ai43,Nyimang,,12,29,1930,6,Hamlets,,nadel1947; stevenson1940
Ai44,Anuak,,8,34,1920,7,Villages/towns,,bacon1922; evanspritchard1940; evanspritchard1947; lienhardt195758
Ai45,Meban,,10,34,1930,6,Hamlets,,evanspritchard1932a; seligman1932
Ai46,Koma,,9,35,1930,7,Villages/towns,,corfield1938; grottanelli1948
Ai47,Mao,,9,35,1939,7,Villages/towns,"Grottanelli speaks of ""villages,"" but Cerulli reports 'dispersed homesteads' (code ""5"")",cerulli1956; grottanelli1940; grottanelli1972
Ai5,Mamvu,,3,29,1920,7,Villages/towns,,czekanowski1924:400-467; vangeluwe1957
Ai6,Shilluk,,10,32,1900,6,Hamlets,,butt1952b; cann1929; dempsey1955; evanspritchard1948; hofmayr1925; howell1941; lienhardt1954; pumphrey1941; seligmanandseligman1932; westermann1912
Ai7,Gbaya,,6,16,1910,7,Villages/towns,,clozel1896; hartmann1927; poupon1915; tessmann193437
Ai8,Dilling,,12,30,1930,6,Hamlets,,hawkesworth1932; nadel1947
Ai9,Masa,,10,16,1910,5,Dispersed homesteads,,garine1964; lembezat1961; vonhagen1912
Aj1,Teso,,2,34,1950,5,Dispersed homesteads,,lawrance1957
Aj10,Acholi,,3,32,1920,6,Hamlets,,butt1952b; girling1960; grove1919; seligmanandseligman1932
Aj11,Dinka,,9,29,1900,2,Seminomadic,,cummins1904; howell1951; lienhardt1958; lienhardt1961; nebel1948; seligmanandseligman1932; stubbsandmorrison1938; titherington1927
Aj12,Lotuko,,4,33,1920,7,Villages/towns,,molinaro194041; nalder1937; seligmanandseligman1926; seligmanandseligman1932
Aj13,Pojulu,,4,31,1930,7,Villages/towns,,huntingford1953a; nalder1937; seligmanandseligman1932
Aj14,Kakwa,,4,31,1931,7,Villages/towns,,huntingford1953a; nalder1937
Aj15,Kuku,,4,32,1900,5,Dispersed homesteads,,huntingford1953a; nalder1937; vandenplas1910; yunis1924
Aj16,Mondari,,6,31,1930,3,Semisedentary,,buxton1958; huntingford1953a; nalder1937
Aj17,Alur,,2,31,1890,6,Hamlets,,demuenynck1908; southall1956; stirton1925; stuhlmann1894
Aj18,Bodi,,5,35,1950,6,Hamlets,,jensen1959
Aj19,Didinga,,4,34,1920,2,Seminomadic,,driberg1922; driberg1925a; driberg1932
Aj2,Maasi,,-2,36,1900,1,Nomadic,,baumann1894; fosbrooke1948; hollis1905; huntingford1953b; merker1904
Aj20,Suri,,6,35,1940,7,Villages/towns,,cerulli1956; lyth1947; pauli1950
Aj21,Jie,,3,34,1930,3,Semisedentary,,gulliver1953; gulliver1955; gulliver1965; gulliverandgulliver1953; wayland1931
Aj22,Labwor,,3,34,1930,7,Villages/towns,,gulliverandgulliver1953; wayland1931
Aj23,Plains Suk,,1,36,1950,2,Seminomadic,,beech1911; huntingford1953b; peristiany1951; schneider1957a; schneider1957b
Aj24,Toposa,,5,34,1930,3,Semisedentary,,gulliverandgulliver1953; nalder1937
Aj25,Keyu,,0,36,1920,6,Hamlets,,huntingford1953b; massam1927
Aj26,Hill Suk,,1,36,1910,5,Dispersed homesteads,,barton1921; beech1911; huntingford1953b; peristiany1954; schneider1957a
Aj27,Sapei,,1,35,1920,6,Hamlets,,roscoe1924
Aj28,Tatoga,,-5,35,1940,2,Seminomadic,Inferential,baumann1894; huntingford1953b; klima1964; wilson195253
Aj29,Samburu,,1,37,1950,1,Nomadic,,spencer1965
Aj3,Nuer,,8,32,1930,2,Seminomadic,,evanspritchard1936; evanspritchard1940a; evanspritchard1940b; evanspritchard1950b; jackson1923; seligmanandseligman1932; tucker1933
Aj30,Karamojong,,2,34,1950,NA,Missing data,,
Aj31,Pari,,5,33,1920,NA,Missing data,,
Aj4,Lango,,2,33,1920,7,Villages/towns,,driberg1923; hayley1947
Aj5,Turkana,,4,35,1920,2,Seminomadic,,elmley1927; gulliver1951; gulliver1955; rayne1919; white1920
Aj6,Luo,,-1,34,1940,5,Dispersed homesteads,,butt1952a; evanspritchard1949a; evanspritchard1950a; hartmann1928; hobley1902; owen1933; shaw1932; southall1952
Aj7,Nandi,,0,35,1910,5,Dispersed homesteads,,hollis1909; huntingford1950; huntingford1953b; huntingford1953c; snell1954
Aj8,Bari,,5,32,1920,5,Dispersed homesteads,,beaton1936; huntingford1953a; owen1908; seligmanandseligman1928; seligmanandseligman1932
Aj9,Kipsigis,,-1,36,1920,5,Dispersed homesteads,,barton1923; huntingford1953b; peristiany1938
Ca1,Konso,,6,37,1930,7,Villages/towns,,cerulli1956; hallpike1969; jensen1936; kluckhohn1962
Ca10,Somali (Esa),,10,43,1880,1,Nomadic,,hildebrandt1875; lewis1955; paulitschke1888
Ca11,Arusi,,8,40,1890,3,Semisedentary,,huntingford1955b; paulitschke189396b
Ca12,Gibe,,8,37,1880,5,Dispersed homesteads,,cecchi188587; cerulli193233; huntingford1955b; onnekin1956
Ca13,Macha,,9,37,1950,5,Dispersed homesteads,,huntingford1955b; knutsson1963; knutsson1967
Ca14,Burji,,5,38,1950,5,Dispersed homesteads,,cerulli1956; fleming1965
Ca15,Darasa,,6,38,1930,5,Dispersed homesteads,,cerulli1956; jensen1936
Ca16,Sidama,,7,38,1930,5,Dispersed homesteads,,cerulli1956; jensen1936
Ca17,Tsamai,,5,37,1950,5,Dispersed homesteads,"But 'villages/towns' (code ""7"") in one region",fleming1965; jensen1959
Ca18,Arbore,,5,37,1940,7,Villages/towns,,cerulli1956; jensen1959; ricci1950
Ca19,Banna,,6,36,1950,6,Hamlets,,fleming1965; jensen1959
Ca2,Somali (Dolbahanta),,8,48,1950,1,Nomadic,,lewis1955; lewis1957; lewis1961; lewis1962b; lewis1962c; lewis1965a; paulitschke1888; puccioni1936
Ca20,Galab,,5,36,1890,3,Semisedentary,,cerulli1956; hohnel1890; nalder1937
Ca21,Hamar,,5,36,1950,6,Hamlets,,fleming1965; jensen1959; ricci1952
Ca22,Male,,6,37,1950,5,Dispersed homesteads,,jensen1959
Ca23,Bako,,6,37,1950,5,Dispersed homesteads,,jensen1959
Ca24,Dime,,6,36,1950,5,Dispersed homesteads,,jensen1959
Ca25,Shangama,,6,37,1950,5,Dispersed homesteads,,jensen1959
Ca26,Ubamer,,6,37,1950,5,Dispersed homesteads,,jensen1959
Ca27,Anfillo,,9,35,1930,5,Dispersed homesteads,,cerulli1956; grottanelli1940
Ca28,Basketo,,6,37,1950,5,Dispersed homesteads,,cerulli1956; jensen1959
Ca29,Yem,,8,38,1920,5,Dispersed homesteads,,huntingford1955b; straube1963
Ca3,Tigrinya,,14,39,1950,7,Villages/towns,,fischer1957b; munzinger1864; nadel1946
Ca30,Kafa,,7,36,1890,5,Dispersed homesteads,,bieber192023; cerulli193233; huntingford1955b
Ca31,Beta Israel,,12,37,1860,7,Villages/towns,,flad1860; leslau1951; leslau1957; stern1862
Ca32,Nara,,16,38,1860,7,Villages/towns,,grottanelliandmassari1943; munzinger1864; pollera1913; tucci1950
Ca33,Kunama,,15,37,1860,7,Villages/towns,,grottanelliandmassari1943; munzinger1864; pollera1913; tucci1950
Ca34,Ababda,,24,34,1920,1,Nomadic,,klunzinger1876; murray1923; murray1935
Ca35,Amarar,,20,36,1930,2,Seminomadic,,clark1938; sandars1935
Ca36,Beni-Amer,,18,38,1860,1,Nomadic,,munzinger1864; nadel1945; paul1950
Ca37,Blin,,16,36,1850,2,Seminomadic,,munzinger1859
Ca38,Tigre,,17,39,1860,2,Seminomadic,,littman1910; munzinger1864
Ca39,Jimma,,8,37,1930,5,Dispersed homesteads,,lewis1965b
Ca4,Iraqw,,-4,35,1950,5,Dispersed homesteads,,huntingford1953b; winter1955; winterandmolyneaux1963
Ca40,Baditu,,6,38,1950,5,Dispersed homesteads,,straube1963
Ca41,Dorse,,6,38,1950,5,Dispersed homesteads,,straube1957; straube1963
Ca42,Shako,,7,36,1950,6,Hamlets,,straube1963
Ca43,Hadendowa,,18,36,1930,NA,Missing data,,
Ca5,Bisharin,,20,35,1930,2,Seminomadic,,clark1938; murray1935; sandars1933
Ca6,Afar,,12,42,1880,2,Seminomadic,,lewis1955; lucas1935; paulitschke189396a; scaramucciandgiglioli1884
Ca7,Amhara,,13,38,1950,6,Hamlets,,lipsky1962; messing1957
Ca8,Gurage,,8,38,1940,7,Villages/towns,,leslau1950; shack1963
Ca9,Goroa,,-4,36,1890,5,Dispersed homesteads,,baumann1894; huntingford1953b; reche1914
Cb1,Maguzawa,,12,10,1940,NA,Missing data,,
Cb10,Karekare,,12,11,1920,6,Hamlets,,meek1931b
Cb11,Midobi,,16,27,1900,2,Seminomadic,,lampen1925; macmichael1912; macmichael1918; macmichael1922:58-64
Cb12,Gimma,,13,32,1920,2,Seminomadic,,reid1930
Cb13,Habbaniya,,11,25,1930,1,Nomadic,"But seminomadic (code ""2"") for some groups",lampen1933
Cb14,Hemat,,11,20,1910,2,Seminomadic,,lagrange1913; martine1924
Cb15,Messiria Humr,,11,28,1940,1,Nomadic,,cunnison1954; henderson1939
Cb16,Shuwa,,13,15,1920,1,Nomadic,"But seminomadic (code ""2"") for some groups",bouille1937; devallee1925
Cb17,Fur,,12,24,1880,7,Villages/towns,,barth1967; beaton1948; felkin1885; macmichael1922:91-121; tunisi1845
Cb18,Kanembu,,14,14,1930,7,Villages/towns,,bouille1937; carbou1912; lebeuf1959
Cb19,Kanuri,,12,13,1870,8,Complex permanent,,cohen1960; cohen1961; cohen1967; denhamandclapperton1826; nachtigal1881; schultze1913
Cb2,Wolof,,15,-17,1950,7,Villages/towns,,ames1953; ames1959a; ames1959b; ames1962; falad1963; gailey1965; gamble1957; gray1966; irvine1973; trimingham1962
Cb20,Zerma,,13,3,1920,7,Villages/towns,,dupicq1931; robin1947
Cb21,Djafun,,8,13,1930,1,Nomadic,,pfeffer1936
Cb22,Liptako,,14,0,1920,7,Villages/towns,,coutouly1923; delmond1953
Cb23,Tukulor,,14.73,-14.32,1930,7,Villages/towns,,kane1939; lafont1939
Cb24,Wodaabe Fulani,,12,12,1950,1,Nomadic,,dupire1962a; dupire1962b; dupire1963; hopen1958; johnson1967; riesman1977; stcroix1972; stenning1958; stenning1959; stenning1965
Cb25,Tazarawa Hausa,,14,8,1930,7,Villages/towns,,anonymous1939
Cb26,Zazzagawa Hausa,,11,8,1950,7,Villages/towns,,dry1956; greenberg1946; greenberg1947; hill1972; prothero1957; smith1954a; smith1955b; smith1960; smith1962; smith1965; smith1967; smith1978b
Cb27,Bachama,,10,12,1920,7,Villages/towns,,fegan1930; meek1931b
Cb28,Dera,,10,12,1920,7,Villages/towns,,meek1931b
Cb29,Ngizim,,12,10,1920,NA,Missing data,,
Cb3,Songhai,,17,-1,1940,7,Villages/towns,,jacquemond1959; miner1953; prost1954; prost1970; rouch1954; rouch1960; sarr1973
Cb4,Hasania,,14,32,1920,2,Seminomadic,,reid1930
Cb5,Buduma,,13,15,1910,5,Dispersed homesteads,,bouille1937; lebeuf1959; talbot1911
Cb6,Tera,,11,12,1920,7,Villages/towns,,woodnd
Cb7,Bolewa,,11,11,1920,7,Villages/towns,,meek1931b:288-310
Cb8,Bororo Fulani,,13,5,1920,3,Semisedentary,,faidherbe1882; fordeandscott1946; stcroix1944; stenning1959; wilsonhaffenden1925
Cb9,Hausa Kanawa,,12,9,1940,7,Villages/towns,,fordeandscott1946; smith1955a
Cc1,Regeibat,,22,-13,1950,2,Seminomadic,,briggs1958; carobaroja1955; cauneille1950
Cc10,Asben,,18,8,1900,2,Seminomadic,But serfs are sedentary,jean1909; joubert1939; nicolaisen1963; nicolas1950; rodd1926
Cc11,Azjer,,25,10,1860,1,Nomadic,But the Haratin serfs are sedentary,duveyrier1864
Cc12,Ifora,,20,2,1944,1,Nomadic,,cortier1908
Cc13,Udalan Tuareg,,16,0,1920,1,Nomadic,But many of the Haratin serfs are sedentary,coutouly1923; gaalon1939
Cc14,Daza,,17,18,1880,2,Seminomadic,But some sub-groups are semi-sedentary,bouille1937; carbou1912; chapelle1957b; cline1950; lebeuf1959; lecoeur1956; nachtigal1881:115-150
Cc15,Drawa,,31,-7,1920,NA,Missing data,,
Cc16,Chaambra,,32,3,1930,2,Seminomadic,,briggs1958; darmagnac1934
Cc17,Delim,,22,-15,1930,1,Nomadic,,carobaroja1955; lotte1939
Cc18,Kunta,,19,-1,1910,2,Seminomadic,,salvy1951; tauxier1912
Cc19,Trarza,,18,-15,1950,2,Seminomadic,,dubie1953; martv1919
Cc2,Teda,,21,17,1950,2,Seminomadic,,briggs1958; chapelle1957a; cline1950; fuchs1956; lecoeur1950; nachtigal1879
Cc20,Zenaga,,18,-8,1910,2,Seminomadic,,adeler1939; tauxier1912
Cc3,Siwans,,29,26,1920,8,Complex permanent,,abdallah1917; belgrave1923; cline1936
Cc4,Mzab,,33,4,1920,7,Villages/towns,,goichon1927; mercier1922
Cc5,Kel Antessar,,18,-3,1910,1,Nomadic,,aymard1911; miner1953; said1903; zeltner1914
Cc6,Kababish,,17,31,1910,1,Nomadic,,parkyns1951; seligmanandseligman1918
Cc7,Barabish,,20,-5,1950,1,Nomadic,,miner1953
Cc8,Aulliminden,,8,2,1890,NA,Missing data,,
Cc9,Tuareg Ahaggar,,23,6,1920,2,Seminomadic,But the Haratin serfs are sedentary,benhazera1908; briggs1958; lhote1955and1944; nicolaisen1959; nicolaisen1963
Cd1,Barabra,,23,33,1920,7,Villages/towns,,callenderandelguindi1971; fernea1966; herzog1957; kennedy1977; schafer1935
Cd10,Zekara,,34,-2,1900,3,Semisedentary,,destaing190711; moulieras1905
Cd11,Guanche,,27.99,-15.62,1500,7,Villages/towns,,cook1900; espinosa1907; gambier1894
Cd12,Algerians,,31,2,1870,7,Villages/towns,"But seminomadic (code ""2"") in some rural regions",bel1908; bernard1929; villot1875; vollenhoven1903
Cd13,Hamama,,30,9,1930,3,Semisedentary,,bardin1944; despois1940; ubachandrackow1923
Cd14,Hamyan,,35,2,1870,1,Nomadic,,bernard1929; villot1875
Cd15,Jebala,,35,-5,1910,7,Villages/towns,,michauxbellaire1911; rackow1958
Cd16,Moroccans,,33,-8,1930,7,Villages/towns,,michauxbellaire1932
Cd17,Nail,,35,5,1920,2,Seminomadic,,ubachandrackow1923
Cd18,Saadi,,30,28,1920,2,Seminomadic,,kennett1925; murray1935
Cd19,Sahel,,35,10.94,1920,7,Villages/towns,,despois1940; ubachandrackow1923
Cd2,Egyptians,,25,33,1950,7,Villages/towns,,ammar1954; ayrout1945; blackman1927; harris1957
Cd20,Sanusi,,31,22,1940,2,Seminomadic,,evanspritchard1949b
Cd21,Tunisians,,37,10,1930,7,Villages/towns,,bonniard1934; despois1930
Cd3,Riffians,,35,-4,1920,7,Villages/towns,,coon1931; hart1954; hart1976; moulieras1895
Cd4,Kabyle,,36,4,1890,7,Villages/towns,,bourdieu1966; hanoteauandletourneaux1893; maunier1930
Cd5,Shluh,,30,-9,1920,6,Hamlets,,montagne1927; montagne1930; ubachandrackow1923
Cd6,Ancient Egyptians,,30,31,-1400,7,Villages/towns,,budge1926; erman1923; kees1923; montet1946
Cd7,Beraber,,33,-7,1910,3,Semisedentary,,bourilly1932; celerier1927; laoust1915; michauxbellaire1920; piquet1925; querleux1915
Cd8,Shawiya,,36,7,1910,3,Semisedentary,,gaudry1929; hiltonsimpson1921; stuhlmann1912
Cd9,Tekna,,28,-11,1900,3,Semisedentary,,justinard1908
Ce1,Gheg,,42,20,1900,5,Dispersed homesteads,,coon1950; durham1909; durham1928; hasluck1954; lane1923; pisko1896
Ce2,Portuguese,,42,-7,1950,NA,Missing data,,
Ce3,Ancient Romans,,42,12,100,7,Villages/towns,,abbott1917; balsdon1963; balsdon1969; carcopino1940; davis1959; friedlander1908; glover1927; grant1960; harrison1913; maxey1938; paoli1963; pellisson1901; pliny1969; rostovtzeff1945
Ce4,French Basques,,43,-1,1930,5,Dispersed homesteads,,carobaroja1944; carobaroja1958; douglass1969; greenwood1971; madariaga1940
Ce5,Neapolitans,,40.89,14.25,1960,8,Complex permanent,,parsons1964
Ce6,Spaniards,,37,-6,1950,7,Villages/towns,,pittrivers1954
Ce7,Greeks,,39,23,1950,7,Villages/towns,,firedl1962
Ce8,Spanish Basques,,43,-2,1934,8,Complex permanent,,carobaroja1944; douglass1967
Cf1,New Englanders,,42,-73,1920,8,Complex permanent,,murdocknd
Cf2,Boers,,-16,28,1850,5,Dispersed homesteads,,fisher1900; keane1900; lobb1937; walker1928
Cf3,Tristan da Cunha,,-37.11,-12.27,1930,7,Villages/towns,,munch1945
Cf4,Brazilians,,-23.68,-46.64,1940,7,Villages/towns,,pierson1951
Cf5,French Canadians,,47,-72,1930,7,Villages/towns,,miner1939
Cg1,Dutch,,53,7,1950,7,Villages/towns,,coon1939; keurandkeur1955
Cg2,Icelanders,,64,-20,1100,7,Villages/towns,,dasent1861; johnson1930; merrill1964
Cg3,Irish,,53,-9,1930,5,Dispersed homesteads,,arensbergandkimball1940; cresswell1969; evans1957; kane1970; kane1972; odonoghue1958
Cg4,Sami,,68,22,1950,1,Nomadic,,bernatzik1938; collinder1949; haglund1935; karsten1955; manker1953; minn1955; pehrson1951; pehrson1954; pehrson1957; whitaker1955
Cg5,Walloons,,50,5,1950,7,Villages/towns,,turneyhigh1953
Ch1,Serbs,,44,20,1950,8,Complex permanent,,coon1949; halpern1956; halpern1957
Ch10,Romanians,,45,26,1910,NA,Missing data,,
Ch11,Russians,,53,41,1955,7,Villages/towns,,altandalt1959; benet1970; black1960; dunn1971a; dunn1971b; dunnanddunn1963; dunnanddunn1967; fainsod1958; fitzsimmons1957; maceandmace1963; schapiro1960
Ch2,Hutsuls,,49,24,1890,5,Dispersed homesteads,,kaindl1894; koenig1935; szuchiewicz190208
Ch3,Czechs,,50,16,1940,7,Villages/towns,,hajda1955; pospisilnd
Ch4,Mari,,43,46,1900,6,Hamlets,,heffner1955; wichmann1913
Ch5,Bulgarians,,43,24,1940,7,Villages/towns,,sanders1949; vatez1904
Ch6,Byelorussians,,55,28,1910,7,Villages/towns,,ember1954
Ch7,Ukrainians,,48,36,1930,7,Villages/towns,,friedrich1954
Ch8,Magyar,,47,20,1940,7,Villages/towns,,hanzeli1955
Ch9,Lithuanians,,55,24,1930,7,Villages/towns,,maciuika1955
Ci1,Kalmyk,,46,46,1920,2,Seminomadic,,aberle1953; adelmannd
